biomarker,variable_name,primary_pathway,secondary_pathway,demographic,phase,min_age,max_age,operator,low_value,high_value,qualitative_value,label,color,optimal_range,units,diagnosis,superclinic_code,remark,Description,Source
CALCITONIN,CALCT,HORMONES,"MUSCULOSKELETAL HEALTH, METABOLIC HEALTH, VITAL ORGAN (KIDNEY), CELLULAR HEALTH",FEMALE,ALL,10,120,lt,,3.6,,OPTIMAL,GREEN,<3.6,pg/mL,,CALCT_OPTIMAL,"Optimal calcitonin in women indicates healthy thyroid C-cell function and balanced calcium metabolism. It reflects absence of C-cell hyperplasia or neoplastic transformation, supporting stable thyroid function and no biochemical evidence of medullary thyroid carcinoma. Normal values are typically lower than in men.","Regulates calcium levels, monitors medullary thyroid cancer progression.",THYROCARE
CALCITONIN,CALCT,HORMONES,"MUSCULOSKELETAL HEALTH, METABOLIC HEALTH, VITAL ORGAN (KIDNEY), CELLULAR HEALTH",FEMALE,ALL,10,120,gt,3.6,,,HIGH,ORANGE,<3.6,pg/mL,,CALCT_HIGH,"High calcitonin in women is strongly associated with C-cell pathology, most notably medullary thyroid carcinoma, but may also result from C-cell hyperplasia, renal disease, or drug effects (e.g., proton-pump inhibitors). Persistent elevation reflects abnormal C-cell proliferation or dysregulated calcium-regulating activity.","Regulates calcium levels, monitors medullary thyroid cancer progression.",THYROCARE
CHLORIDE,CHL,VITAL ORGANS (KIDNEY),"METABOLIC HEALTH, CELLULAR HEALTH",ALL,ALL,10,120,between,98,107,,OPTIMAL,GREEN,98-107,mmol/L,,CHL_OPTIMAL,"Optimal chloride indicates balanced fluid status, intact kidney regulation, and stable acid–base equilibrium. It reflects healthy coordination of sodium, potassium, and bicarbonate, supporting blood pressure regulation, hydration, and systemic METABOLIC HEALTH stability.","Assesses fluid balance, hydration, kidney, and acid-base status.",THYROCARE
CHLORIDE,CHL,VITAL ORGANS (KIDNEY),"METABOLIC HEALTH, CELLULAR HEALTH",ALL,ALL,10,120,gt,107,,,HIGH,ORANGE,98-107,mmol/L,,CHL_HIGH,"High chloride (hyperchloremia) is often due to dehydration, METABOLIC HEALTH acidosis, renal tubular acidosis, or excessive saline infusion. Functionally, it reflects impaired bicarbonate buffering, potential renal dysfunction, or systemic acidosis, which may cause fatigue, tachypnea, and fluid–electrolyte imbalance.","Assesses fluid balance, hydration, kidney, and acid-base status.",THYROCARE
CHLORIDE,CHL,VITAL ORGANS (KIDNEY),"METABOLIC HEALTH, CELLULAR HEALTH",ALL,ALL,10,120,lt,,98,,LOW,ORANGE,98-107,mmol/L,,CHL_LOW,"Low chloride (hypochloremia) may occur with prolonged vomiting, diuretic use, METABOLIC HEALTH alkalosis, adrenal insufficiency, or dilution from overhydration. Functionally, it reflects impaired acid–base balance and can lead to weakness, dehydration, and altered bicarbonate buffering. Persistent low levels indicate systemic METABOLIC HEALTH or renal imbalance.","Assesses fluid balance, hydration, kidney, and acid-base status.",THYROCARE
TOTAL CHOLESTEROL,CHOL,CARDIOVASCULAR HEALTH,"METABOLIC HEALTH, VITAL ORGANS (LIVER)",ALL,ALL,10,120,lt,,200,,OPTIMAL,GREEN,< 200,mg/dl,,CHOL_OPTIMAL,"Optimal total cholesterol indicates balanced lipid metabolism with sufficient cholesterol for cellular and hormonal needs but without excess atherogenic burden. In this range, cardiovascular risk is low when HDL is adequate and LDL is within normal limits.","Measures total cholesterol, evaluates heart health and cardiovascular risk.",THYROCARE
TOTAL CHOLESTEROL,CHOL,CARDIOVASCULAR HEALTH,"METABOLIC HEALTH, VITAL ORGANS (LIVER)",ALL,ALL,10,120,between,200,239,,ELEVATED,YELLOW,< 200,mg/dl,DYSLIPIDEMIA,CHOL_ELEVATED,"Elevated cholesterol (borderline high) suggests increased atherogenic potential, often due to raised LDL or VLDL fractions. Functionally, it indicates developing imbalance in lipid metabolism and may contribute to early atherosclerosis if persistent, especially with additional risk factors like hypertension, diabetes, or smoking.","Measures total cholesterol, evaluates heart health and cardiovascular risk.",THYROCARE
TOTAL CHOLESTEROL,CHOL,CARDIOVASCULAR HEALTH,"METABOLIC HEALTH, VITAL ORGANS (LIVER)",ALL,ALL,10,120,gt,239,,,HIGH,ORANGE,< 200,mg/dl,DYSLIPIDEMIA,CHOL_HIGH,"High total cholesterol significantly increases cardiovascular disease risk, particularly if LDL and ApoB are elevated. It reflects excessive cholesterol burden and impaired clearance, promoting plaque formation, endothelial dysfunction, and systemic inflammation. Strong predictor of coronary artery disease, especially when combined with low HDL.","Measures total cholesterol, evaluates heart health and cardiovascular risk.",THYROCARE
CORTISOL,CORT,HORMONES,"METABOLIC HEALTH, NERVOUS SYSTEM, CELLULAR HEALTH, IMMUNITY, INFLAMMAGING",ALL,ALL,10,120,lt,,10,,LOW,ORANGE,10-20,µg/dl,SECONDARY ADRENAL INSUFFICIENCY,CORT_LOW,"Low cortisol (hypocortisolism) may result from adrenal insufficiency (Addison’s disease), pituitary dysfunction, chronic stress fatigue, or glucocorticoid withdrawal. Functionally, it leads to impaired stress tolerance, low blood pressure, fatigue, hypoglycemia, and immune dysregulation. Persistent deficiency can be life-threatening if not recognized.","Regulates stress, metabolism, immunity; indicates adrenal gland disorders.",THYROCARE
CORTISOL,CORT,HORMONES,"METABOLIC HEALTH, NERVOUS SYSTEM, CELLULAR HEALTH, IMMUNITY, INFLAMMAGING",ALL,ALL,10,120,between,10,20,,OPTIMAL,GREEN,10-20,µg/dl,,CORT_OPTIMAL,"Optimal cortisol reflects intact adrenal function, balanced HPA axis activity, and appropriate circadian variation. It supports METABOLIC HEALTH regulation, stable energy levels, effective immune control, and adequate stress response. Values within expected daily ranges indicate resilience and healthy neuroendocrine regulation.","Regulates stress, metabolism, immunity; indicates adrenal gland disorders.",THYROCARE
CORTISOL,CORT,HORMONES,"METABOLIC HEALTH, NERVOUS SYSTEM, CELLULAR HEALTH, IMMUNITY, INFLAMMAGING",ALL,ALL,10,120,gt,20,,,HIGH,ORANGE,10-20,µg/dl,ADRENAL CUSHING'S SYNDROME/DEPENDENT CUSHING SYNDROME.,CORT_HIGH,"High cortisol may indicate Cushing’s syndrome, chronic stress, exogenous steroid use, or acute illness. Functionally, it reflects hyperactivation of the HPA axis, leading to catabolism, central adiposity, hypertension, insulin resistance, and immune suppression. Persistent elevation is strongly linked to cardioMETABOLIC HEALTH disease.","Regulates stress, metabolism, immunity; indicates adrenal gland disorders.",THYROCARE
C-PEPTIDE,CPEP,METABOLIC HEALTH,"HORMONES, VITAL ORGANS (LIVER)",ALL,ALL,10,120,between,1,3,,OPTIMAL,GREEN,1-3,ng/mL,,CPEP_OPTIMAL,"Optimal C-peptide reflects healthy pancreatic beta-cell function with appropriate endogenous insulin production. It suggests balanced glucose regulation and adequate METABOLIC HEALTH response to dietary carbohydrate intake, with preserved pancreatic reserve.","Measures insulin production, distinguishes diabetes types, assesses insulin resistance.",THYROCARE
C-PEPTIDE,CPEP,METABOLIC HEALTH,"HORMONES, VITAL ORGANS (LIVER)",ALL,ALL,10,120,lt,,1,,LOW,ORANGE,1-3,ng/mL,BETA CELL DYSFUNCTION,CPEP_LOW,"Low C-peptide indicates reduced pancreatic beta-cell function and impaired endogenous insulin secretion. It is characteristic of type 1 diabetes, advanced type 2 diabetes, or pancreatic damage (e.g., pancreatitis, surgery). Functionally, it reflects poor glycemic control potential without exogenous insulin support.","Measures insulin production, distinguishes diabetes types, assesses insulin resistance.",THYROCARE
C-PEPTIDE,CPEP,METABOLIC HEALTH,"HORMONES, VITAL ORGANS (LIVER)",ALL,ALL,10,120,gt,3,,,HIGH,ORANGE,1-3,ng/mL,INSULIN RESISTANCE,CPEP_HIGH,"High C-peptide reflects hyperinsulinemia due to insulin resistance, early type 2 diabetes, obesity, or METABOLIC HEALTH syndrome. It may also occur in insulin-producing tumors (insulinomas). Functionally, it indicates pancreatic overdrive to maintain normoglycemia, often preceding beta-cell exhaustion.","Measures insulin production, distinguishes diabetes types, assesses insulin resistance.",THYROCARE
CYSTATIN C,CYST,VITAL ORGANS (KIDNEY),"METABOLIC HEALTH, CARDIOVASCULAR HEALTH, INFLAMMAGING",ALL,ALL,10,120,lt,,0.55,,LOW,ORANGE,0.63-1,mg/L,,CYST_LOW,"Low Cystatin C values are rare and usually not clinically significant. They may reflect enhanced renal clearance or assay variability. Functionally, very low levels suggest excellent kidney filtration capacity, though interpretation should be in the context of overall clinical and METABOLIC HEALTH status.","Sensitive kidney marker, improves GFR estimation and detection.",THYROCARE
CYSTATIN C,CYST,VITAL ORGANS (KIDNEY),"METABOLIC HEALTH, CARDIOVASCULAR HEALTH, INFLAMMAGING",ALL,ALL,10,120,between,0.55,0.63,,SUBOPTIMAL,YELLOW,0.63-1,mg/L,,CYST_SUBOPTIMAL,"Suboptimal (slightly below reference) values may indicate measurement variability or physiologic differences. Clinically, they are usually benign but can suggest unusually high renal clearance or altered protein metabolism if persistent.","Sensitive kidney marker, improves GFR estimation and detection.",THYROCARE
CYSTATIN C,CYST,VITAL ORGANS (KIDNEY),"METABOLIC HEALTH, CARDIOVASCULAR HEALTH, INFLAMMAGING",ALL,ALL,10,120,between,0.63,1,,OPTIMAL,GREEN,0.63-1,mg/L,,CYST_OPTIMAL,"Optimal Cystatin C indicates healthy glomerular filtration and stable kidney function. It reflects efficient clearance of METABOLIC HEALTH waste with minimal renal burden. Compared to creatinine, it provides a more accurate assessment of renal health, particularly in older adults or those with low muscle mass.","Sensitive kidney marker, improves GFR estimation and detection.",THYROCARE
CYSTATIN C,CYST,VITAL ORGANS (KIDNEY),"METABOLIC HEALTH, CARDIOVASCULAR HEALTH, INFLAMMAGING",ALL,ALL,10,120,between,1,1.1,,ELEVATED,YELLOW,0.63-1,mg/L,,CYST_ELEVATED,"Elevated Cystatin C suggests early reduction in kidney filtration capacity, even when creatinine remains normal. It indicates mild renal impairment, systemic inflammation, or early cardiovascular risk. Functionally, it reflects the beginning of reduced clearance efficiency and potential progression toward chronic kidney disease (CKD).","Sensitive kidney marker, improves GFR estimation and detection.",THYROCARE
CYSTATIN C,CYST,VITAL ORGANS (KIDNEY),"METABOLIC HEALTH, CARDIOVASCULAR HEALTH, INFLAMMAGING",ALL,ALL,10,120,gt,1.1,,,HIGH,ORANGE,0.63-1,mg/L,,CYST_HIGH,"High Cystatin C strongly indicates significant renal impairment or CKD. It reflects markedly reduced GFR and impaired clearance of METABOLIC HEALTH waste. Clinically, it is associated with higher risk of cardiovascular disease, morbidity, and progression to end-stage renal disease if unmanaged.","Sensitive kidney marker, improves GFR estimation and detection.",THYROCARE
DHEA - SULPHATE (DHEAS),DHEA,HORMONES,"METABOLIC HEALTH, NERVOUS SYSTEM, CELLULAR HEALTH, CARDIOVASCULAR HEALTH, INFLAMMAGING",MALE,ALL,10,120,lt,,80,,LOW,ORANGE,150-400,μg/dL,,DHEA_LOW,"Low DHEA-S in men may reflect adrenal insufficiency, hypopituitarism, chronic illness, aging-related decline, or prolonged glucocorticoid use. Functionally, it suggests reduced adrenal reserve, diminished androgen precursors, and possible effects on vitality, mood, bone density, and METABOLIC HEALTH resilience.","Adrenal hormone precursor, assesses hormonal balance and adrenal health.",THYROCARE
DHEA - SULPHATE (DHEAS),DHEA,HORMONES,"METABOLIC HEALTH, NERVOUS SYSTEM, CELLULAR HEALTH, CARDIOVASCULAR HEALTH, INFLAMMAGING",MALE,ALL,10,120,between,80,150,,SUBOPTIMAL,YELLOW,150-400,μg/dL,,DHEA_SUBOPTIMAL,"Suboptimal values, though not critically low, may reflect early adrenal decline, chronic stress burden, or nutritional insufficiencies affecting steroidogenesis. Functionally, this suggests reduced hormone reserve capacity with potential for fatigue, lower libido, or METABOLIC HEALTH vulnerability.","Adrenal hormone precursor, assesses hormonal balance and adrenal health.",THYROCARE
DHEA - SULPHATE (DHEAS),DHEA,HORMONES,"METABOLIC HEALTH, NERVOUS SYSTEM, CELLULAR HEALTH, CARDIOVASCULAR HEALTH, INFLAMMAGING",MALE,ALL,10,120,between,150,400,,OPTIMAL,GREEN,150-400,μg/dL,,DHEA_OPTIMAL,"Optimal DHEA-S reflects robust adrenal function, balanced androgen precursor availability, and intact steroid hormone synthesis. In men, this supports stable energy, muscle mass, sexual function, and METABOLIC HEALTH balance. It is typically seen in younger adults or well-preserved adrenal health.","Adrenal hormone precursor, assesses hormonal balance and adrenal health.",THYROCARE
DHEA - SULPHATE (DHEAS),DHEA,HORMONES,"METABOLIC HEALTH, NERVOUS SYSTEM, CELLULAR HEALTH, CARDIOVASCULAR HEALTH, INFLAMMAGING",MALE,ALL,10,120,between,400,560,,ELEVATED,YELLOW,150-400,μg/dL,,DHEA_ELEVATED,"Elevated DHEA-S may indicate adrenal hyperfunction, congenital adrenal hyperplasia (CAH), insulin resistance, or androgen excess states. Functionally, it reflects excessive adrenal androgen production, which may alter metabolism and predispose to cardiovascular or endocrine disturbances if persistent.","Adrenal hormone precursor, assesses hormonal balance and adrenal health.",THYROCARE
DHEA - SULPHATE (DHEAS),DHEA,HORMONES,"METABOLIC HEALTH, NERVOUS SYSTEM, CELLULAR HEALTH, CARDIOVASCULAR HEALTH, INFLAMMAGING",MALE,ALL,10,120,gt,560,,,HIGH,ORANGE,150-400,μg/dL,,DHEA_HIGH,"High DHEA-S strongly suggests adrenal overproduction, possibly from adrenal tumors, CAH, or significant endocrine dysregulation. It reflects pathological androgen excess with systemic effects on metabolism, cardiovascular health, and reproductive hormones.","Adrenal hormone precursor, assesses hormonal balance and adrenal health.",THYROCARE
DHEA - SULPHATE (DHEAS),DHEA,HORMONES,"METABOLIC HEALTH, NERVOUS SYSTEM, CELLULAR HEALTH, CARDIOVASCULAR HEALTH, INFLAMMAGING",FEMALE,ALL,10,120,lt,,35,,LOW,ORANGE,80-300,μg/dL,,DHEA_LOW,"Low DHEA-S may reflect adrenal insufficiency, hypopituitarism, aging-related decline, or chronic illness. In women, it is linked to low androgen reserve, reduced vitality, lower bone density, mood disturbances, and possible reproductive hormone imbalance.","Adrenal hormone precursor, assesses hormonal balance and adrenal health.",THYROCARE
DHEA - SULPHATE (DHEAS),DHEA,HORMONES,"METABOLIC HEALTH, NERVOUS SYSTEM, CELLULAR HEALTH, CARDIOVASCULAR HEALTH, INFLAMMAGING",FEMALE,ALL,10,120,between,35,80,,SUBOPTIMAL,YELLOW,80-300,μg/dL,,DHEA_SUBOPTIMAL,"Suboptimal DHEA-S may indicate early adrenal decline, chronic stress, or nutritional deficiencies affecting steroid hormone synthesis. Women may experience subtle symptoms like fatigue, reduced libido, or METABOLIC HEALTH sluggishness, reflecting compromised hormone precursor availability.","Adrenal hormone precursor, assesses hormonal balance and adrenal health.",THYROCARE
DHEA - SULPHATE (DHEAS),DHEA,HORMONES,"METABOLIC HEALTH, NERVOUS SYSTEM, CELLULAR HEALTH, CARDIOVASCULAR HEALTH, INFLAMMAGING",FEMALE,ALL,10,120,between,80,300,,OPTIMAL,GREEN,80-300,μg/dL,,DHEA_OPTIMAL,"Optimal DHEA-S reflects balanced adrenal androgen output, supporting hormone synthesis, bone strength, mood, and METABOLIC HEALTH function. In women, this range indicates adrenal health and a stable androgen–estrogen precursor pool, particularly important during reproductive years.","Adrenal hormone precursor, assesses hormonal balance and adrenal health.",THYROCARE
DHEA - SULPHATE (DHEAS),DHEA,HORMONES,"METABOLIC HEALTH, NERVOUS SYSTEM, CELLULAR HEALTH, CARDIOVASCULAR HEALTH, INFLAMMAGING",FEMALE,ALL,10,120,between,300,430,,ELEVATED,YELLOW,80-300,μg/dL,,DHEA_ELEVATED,"Elevated DHEA-S in women often signals adrenal hyperfunction, insulin resistance, or PCOS. It reflects increased androgen precursors that may cause hirsutism, acne, irregular cycles, or infertility. Persistent elevation suggests underlying adrenal or METABOLIC HEALTH dysfunction.","Adrenal hormone precursor, assesses hormonal balance and adrenal health.",THYROCARE
DHEA - SULPHATE (DHEAS),DHEA,HORMONES,"METABOLIC HEALTH, NERVOUS SYSTEM, CELLULAR HEALTH, CARDIOVASCULAR HEALTH, INFLAMMAGING",FEMALE,ALL,10,120,gt,430,,,HIGH,ORANGE,80-300,μg/dL,,DHEA_HIGH,"High DHEA‑S in females suggests adrenal hyperactivity, androgen excess, or congenital adrenal hyperplasia. It may contribute to hirsutism, acne, menstrual irregularities, and metabolic stress via insulin resistance and lipoprotein changes.","Adrenal hormone precursor, assesses hormonal balance and adrenal health.",THYROCARE
DIHYDROTESTOSTERONE (DHT),DHT,HORMONES,"MUSCULOSKELETAL HEALTH, METABOLIC HEALTH, NERVOUS SYSTEM, CARDIOVASCULAR HEALTH, CELLULAR HEALTH",MALE,ALL,1,9,between,0,85.7,,OPTIMAL,GREEN,0 - 85.7,pg/mL,,DHT_OPTIMAL,"Optimal DHT reflects normal prepubertal androgen physiology. Levels remain very low but appropriate for age, with gradual increases after ~6–8 years during adrenarche. This indicates intact androgen synthesis pathways and no evidence of premature androgen excess or deficiency.","Potent androgen, impacts male and female hair, skin, hormonal balance.",THYROCARE
DIHYDROTESTOSTERONE (DHT),DHT,HORMONES,"MUSCULOSKELETAL HEALTH, METABOLIC HEALTH, NERVOUS SYSTEM, CARDIOVASCULAR HEALTH, CELLULAR HEALTH",MALE,ALL,1,9,gt,85.7,,,HIGH,ORANGE,0 - 85.7,pg/mL,,DHT_HIGH,"High DHT in boys aged 1–9 may indicate premature adrenarche, congenital adrenal hyperplasia (CAH), virilizing adrenal or gonadal tumors, or early activation of the hypothalamic–pituitary–gonadal axis (precocious puberty). Functionally, it reflects excess androgen action leading to early pubertal signs.","Potent androgen, impacts male and female hair, skin, hormonal balance.",THYROCARE
